,material_id,formula_pretty,formation_energy,third_element
887,mp-1225698,Cu3Ni,0.05050907,Ni
888,mp-680639,Cu3Pd,-0.103516268214284,Pd
889,mp-1225676,Cu3Te2,-0.201829540666666,Te
890,mp-30589,LaCu4,-0.159054863666666,La
891,mp-2643,Ti3Cu4,-0.125827755714285,Ti
892,mp-1224977,FeCu4,0.061598886,Fe
893,mp-1224832,GaCu4,0.0257941005,Ga
894,mp-1225761,Cu4Au,0.064797944,Au
895,mp-1188441,TiCu4,-0.085030222166666,Ti
896,mp-30594,Cu4Pd,-0.069702432499999,Pd
897,mp-845,Cu5Sn4,-0.009663447499999,Sn
898,mp-1185860,MgCu5,-0.02255808,Mg
899,mp-1225769,Cu5Ge2,0.068435544285714,Ge
900,mp-1225722,Cu5Ge2,0.065521085714286,Ge
901,mp-11363,TbCu5,-0.188971284999999,Tb
902,mp-1140,NdCu5,-0.157984502916666,Nd
903,mp-1225307,DyCu5,-0.190929456666665,Dy
904,mp-2066,EuCu5,-0.112833613333332,Eu
905,mp-1882,CaCu5,-0.122014281666666,Ca
906,mp-227,SmCu5,-0.174724834166666,Sm
907,mp-2797,YCu5,-0.19024842611111,Y
908,mp-30585,HoCu5,-0.198243963333333,Ho
909,mp-2613,LaCu5,-0.149118380833333,La
910,mp-2462,PrCu5,-0.148226974166666,Pr
911,mp-2726,SrCu5,-0.062739924444443,Sr
912,mp-761,CeCu5,-0.102931287499999,Ce
913,mp-1077262,TbCu5,-0.182397896666666,Tb
914,mp-30579,ErCu5,-0.195051033333333,Er
915,mp-30600,TmCu5,-0.198965134444444,Tm
916,mp-30603,ZrCu5,-0.116453031666666,Zr
917,mp-30578,DyCu5,-0.186484808333332,Dy
918,mp-580136,LuCu5,-0.203247829999999,Lu
919,mp-580364,HoCu5,-0.191245859999999,Ho
920,mp-1368,Zn8Cu5,-0.108454114615384,Zn
921,mp-568524,Cu5Sn4,-0.005734204814814,Sn
922,mp-1945,NdCu6,-0.132911943928571,Nd
923,mp-30590,LaCu6,-0.129068567857142,La
924,mp-567201,PrCu6,-0.124313321785714,Pr
925,mp-581942,CeCu6,-0.111637177499999,Ce
926,mp-1233,Cu6Sn5,-0.013133868636363,Sn
927,mp-1193079,NdCu6,-0.133660978928571,Nd
928,mp-21708,CeCu6,-0.111489639285714,Ce
929,mp-30698,PrCu6,-0.124608870714286,Pr
930,mp-30699,SmCu6,-0.144288985714286,Sm
931,mp-636256,LaCu6,-0.128673366785714,La
932,mp-624307,Cu7Te4,-0.055537619696969,Te
933,mp-21985,In3Cu7,-0.006532676,In
934,mp-1225716,DyCu7,-0.095156611249999,Dy
935,mp-1195821,Zr3Cu8,-0.167075955909091,Zr
936,mp-7353,Hf3Cu8,-0.16653073840909,Hf
937,mp-1197621,Ga4Cu9,-0.108095099230769,Ga
938,mp-683917,In4Cu9,0.016868568461538,In
939,mp-646039,In7Cu10,0.001120253823529,In
940,mp-569339,Cu10Sn3,0.192897982692307,Sn
941,mp-568495,Cu10Sn3,0.011188738461538,Sn
942,mp-2004,Cu10Sb3,0.021707330769231,Sb
943,mp-30597,Cu10Sn3,0.015241075,Sn
944,mp-1188077,Zr7Cu10,-0.15831454,Zr
945,mp-1200988,Hf7Cu10,-0.17838130117647,Hf
946,mp-1188928,In9Cu11,0.010057,In
947,mp-1224313,In9Cu11,0.019824085,In
948,mp-30596,Cu11Sb3,0.014994271428572,Sb
949,mp-1194443,LaCu13,-0.069081014999999,La
950,mp-642,BaCu13,-0.0075211775,Ba
951,mp-1216020,Zn35Cu17,-0.10122845576923,Zn
952,mp-1225980,Cu19Sn16,-0.004920451428571,Sn
953,mp-1192934,Tb6Cu23,-0.187521186206896,Tb
954,mp-1193217,Lu6Cu23,-0.215413742758619,Lu
955,mp-1194041,Dy6Cu23,-0.195359104827585,Dy
956,mp-1213530,Cu41Sn11,0.017579792884615,Sn
957,mp-1216441,Zr14Cu51,-0.163133800461538,Zr
958,mp-1224756,Hf14Cu51,-0.155761783538461,Hf
959,mp-1227576,Cu81Sn22,0.016241340388349,Sn
960,mp-989737,Ag,0.0,Ag
961,mp-10597,Ag,0.007541153333333,Ag
962,mp-8566,Ag,0.007226485833333,Ag
963,mp-124,Ag,0.003609163333333,Ag
964,mp-2646971,Ag,0.034337163333333,Ag
965,mp-1244953,Al,0.0957236282,no_return
966,mp-1245067,Al,0.1143086865,no_return
967,mp-1245129,Al,0.0947504108,no_return
968,mp-1245152,Al,0.1020815508,no_return
969,mp-1245307,Al,0.1075495411,no_return
970,mp-1239196,Al,0.302125532499999,no_return
971,mp-1183144,Al,0.011445972499999,no_return
972,mp-2647008,Al,0.032078224999999,no_return
973,mp-134,Al,0.0,no_return
974,mp-998860,Al,0.09244398,no_return
975,mp-1238808,Au,0.118381499999999,Au
976,mp-1008634,Au,0.0053010999999999,Au
977,mp-81,Au,0.0,Au
978,mp-2647062,Au,0.021884699999999,Au
979,mp-1977763,Ba,0.359213239999999,Ba
980,mp-570384,Ba,0.1302275475,Ba
981,mp-1008283,Ba,0.727831655,Ba
982,mp-605790,Ba,0.17547373,Ba
983,mp-56,Ba,0.015972544999999,Ba
984,mp-639747,Ba,0.296068739999999,Ba
985,mp-10679,Ba,0.01299892,Ba
986,mp-122,Ba,0.0,Ba
987,mp-1058581,Ba,0.018660005,Ba
988,mp-1096835,Ba,0.513503127499999,Ba
989,mp-1096840,Ba,7.525500000005181e-05,Ba
990,mp-1008501,Be,0.050546004999999,Be
991,mp-87,Be,0.0,Be
992,mp-20,Be,0.095670044999999,Be
993,mp-1067758,Bi,0.085859414999999,Bi
994,mp-1182070,Bi,0.0580953575,Bi
995,mp-567379,Bi,0.062386567499999,Bi
996,mp-1182248,Bi,1.077316885,Bi
997,mp-23157,Bi,0.050300224999999,Bi
998,mp-568714,Bi,1.16658902,Bi
999,mp-568087,Bi,0.2149162999999999,Bi
1000,mp-23152,Bi,0.0,Bi
1001,mp-567597,Bi,0.049545179999999,Bi
1002,mp-568610,Bi,0.139355399999999,Bi
1003,mp-1096851,Bi,0.09904825,Bi
1004,mp-569358,Bi,0.5993978950000001,Bi
1005,mp-1078637,Bi,0.100849827499999,Bi
1006,mp-1227541,Ca,0.97291149,Ca
1007,mp-1183455,Ca,0.01307168,Ca
1008,mp-166,Ca,0.02121779,Ca
1009,mp-1008498,Ca,0.1649100175,Ca
1010,mp-1183484,Ca,0.0063997075,Ca
1011,mp-132,Ca,0.005909895,Ca
1012,mp-10683,Ca,0.3996134999999999,Ca
1013,mp-45,Ca,0.0,Ca
1014,mp-21,Ca,0.02354205,Ca
1015,mp-1064227,Ca,0.007139435,Ca
1016,mp-1067285,Ca,0.27683042,Ca
1017,mp-1078638,Ca,0.0191520012499999,Ca
1018,mp-1183542,Cd,0.0181589999999999,Cd
1019,mp-1183591,Cd,0.034457762499999,Cd
1020,mp-94,Cd,0.01360791,Cd
1021,mp-1096861,Cd,0.0,Cd
1022,mp-2647135,Cd,0.06530916,Cd
1023,mp-567332,Ce,0.0,Ce
1024,mp-20372,Ce,0.0428389375,Ce
1025,mp-20736,Ce,0.08141346,Ce
1026,mp-28,Ce,0.001560065,Ce
1027,mp-10024,Ce,0.228250404999999,Ce
1028,mp-64,Ce,0.039662235,Ce
1029,mp-1193227,Co,0.1263407975,Co
1030,mp-1271142,Co,0.010144927499999,Co
1031,mp-669382,Co,0.117662390869565,Co
1032,mp-1183710,Co,0.005447494999999,Co
1033,mp-54,Co,0.0,Co
1034,mp-102,Co,0.016113994999999,Co
1035,mp-1072089,Co,0.199326275,Co
1036,mp-2647057,Co,0.089565734999999,Co
1037,mp-1192789,Cr,0.263578245000001,Cr
1038,mp-89,Cr,0.420340105000001,Cr
1039,mp-17,Cr,0.0811284825,Cr
1040,mp-8633,Cr,0.402526340000001,Cr
1041,mp-90,Cr,0.0,Cr
1042,mp-1059289,Cr,0.335908380000001,Cr
1043,mp-1056079,Cu,1.982934489999999,no_return
1044,mp-1010136,Cu,0.03570836,no_return
1045,mp-1120774,Cu,0.159116794999999,no_return
1046,mp-989695,Cu,0.005766085,no_return
1047,mp-989782,Cu,0.007491824999999,no_return
1048,mp-30,Cu,0.0,no_return
1049,mp-998890,Cu,0.03664002,no_return
1050,mp-1059259,Cu,0.142905724999999,no_return
1051,mp-10658,Dy,0.0,Dy
1052,mp-1184067,Dy,0.004164762499999,Dy
1053,mp-88,Dy,0.01737577,Dy
1054,mp-10750,Dy,0.021323329999999,Dy
1055,mp-10751,Dy,0.146815949999999,Dy
1056,mp-1184115,Er,0.0,Er
1057,mp-1184113,Er,0.00785005,Er
1058,mp-99,Er,0.00667915,Er
1059,mp-10752,Er,0.026915709999999,Er
1060,mp-10753,Er,0.142881319999999,Er
1061,mp-1077457,Eu,0.087846783333333,Eu
1062,mp-1184367,Eu,0.004487059999998,Eu
1063,mp-21462,Eu,0.010549655,Eu
1064,mp-623532,Eu,0.0,Eu
1065,mp-20071,Eu,0.048299499999998,Eu
1066,mp-1057315,Eu,0.015575354999999,Eu
1067,mp-1245108,Fe,0.279455497300001,Fe
1068,mp-1194030,Fe,0.17528872,Fe
1069,mp-1271068,Fe,0.017069855,Fe
1070,mp-1271128,Fe,0.099134600000001,Fe
1071,mp-1096950,Fe,0.476699420000001,Fe
1072,mp-136,Fe,0.09780592,Fe
1073,mp-568345,Fe,0.76141216,Fe
1074,mp-150,Fe,0.148364500000001,Fe
1075,mp-13,Fe,0.0,Fe
1076,mp-1271198,Fe,0.054992034999999,Fe
1077,mp-140,Ga,0.0241731725,Ga
1078,mp-569007,Ga,0.034063837045454,Ga
1079,mp-569423,Ga,0.011342974166667,Ga
1080,mp-10021,Ga,0.0152742975,Ga
1081,mp-1067880,Ga,0.004823265,Ga
1082,mp-567540,Ga,0.011682432,Ga
1083,mp-1007857,Ga,0.015393375,Ga
1084,mp-142,Ga,0.0,Ga
1085,mp-78,Ge,0.229719134999999,Ge
1086,mp-128,Ge,0.1475858025,Ge
1087,mp-1067619,Ge,0.476145725,Ge
1088,mp-1007760,Ge,0.0217468925,Ge
1089,mp-1008733,Ge,0.331137615,Ge
1090,mp-1091415,Ge,0.0137076875,Ge
1091,mp-1080106,Ge,0.145596273749999,Ge
1092,mp-12093,Ge,0.334029505,Ge
1093,mp-1197020,Ge,0.326883863529412,Ge
1094,mp-1198022,Ge,0.024868935588235,Ge
1095,mp-32,Ge,0.0,Ge
1096,mp-998883,Ge,0.339489805,Ge
1097,mp-1079020,Ge,0.313740758749999,Ge
1098,mp-1224349,Ge,0.251753895,Ge
1099,mp-148,Ge,0.243109495,Ge
1100,mp-1061054,Ge,0.23597901,Ge
1101,mp-137,Ge,0.149389906666667,Ge
1102,mp-1009460,Hf,0.045170049999999,Hf
1103,mp-103,Hf,0.0,Hf
1104,mp-8640,Hf,0.072408389999999,Hf
1105,mp-100,Hf,0.176154999999999,Hf
1106,mp-10659,Ho,0.0,Ho
1107,mp-144,Ho,0.010333959999999,Ho
1108,mp-973986,Ho,0.005437699999999,Ho
1109,mp-10765,Ho,0.023658919999999,Ho
1110,mp-7236,Ho,0.14499169,Ho
1111,mp-1055994,In,0.029795239999999,In
1112,mp-1184502,In,0.0,In
1113,mp-1184511,In,0.050234822499999,In
1114,mp-973111,In,0.047700529999999,In
1115,mp-1184693,In,0.053309444827585,In
1116,mp-85,In,0.03681058,In
1117,mp-1184478,In,0.034837419999999,In
1118,mp-2647032,Ir,0.062916919999999,Ir
1119,mp-101,Ir,0.0,Ir
1120,mp-2647047,Ir,0.58898291,Ir
1121,mp-1060567,Ir,3.780912309999999,Ir
1122,mp-1056027,K,0.496229586999999,K
1123,mp-1180991,K,0.112965548999999,K
1124,mp-1078640,K,0.166350255749999,K
1125,mp-1180961,K,0.071603187,K
1126,mp-604325,K,0.073541116999999,K
1127,mp-1184764,K,0.022543240333333,K
1128,mp-1184755,K,0.011617642,K
1129,mp-604318,K,0.0117184445,K
1130,mp-1199937,K,0.049798189098765,K
1131,mp-1184905,K,0.0,K
1132,mp-1185201,K,0.037127566310344,K
1133,mp-998881,K,0.120165116999999,K
1134,mp-1184808,K,0.03364152575,K
1135,mp-10157,K,0.012324776999999,K
1136,mp-58,K,0.009560446999999,K
1137,mp-1080043,K,0.063620524499999,K
1138,mp-972981,K,0.008376742,K
1139,mp-1184804,K,0.017136935749999,K
1140,mp-573691,K,0.031988253249999,K
1141,mp-1068966,K,0.179134935,K
1142,mp-26,La,0.0,La
1143,mp-156,La,0.000665995,La
1144,mp-10023,La,0.133509434999999,La
1145,mp-1018134,Li,0.0,Li
1146,mp-1063005,Li,0.018577533333333,Li
1147,mp-10173,Li,0.002505461666666,Li
1148,mp-976411,Li,0.002797539166666,Li
1149,mp-604313,Li,0.261798744166666,Li
1150,mp-567337,Li,0.010871739166666,Li
1151,mp-51,Li,0.002892706666666,Li
1152,mp-135,Li,0.005126906666666,Li
1153,mp-1103107,Li,0.0553794725,Li
1154,mp-973571,Lu,0.000733366666667,Lu
1155,mp-145,Lu,0.0,Lu
1156,mp-10190,Lu,0.13208155,Lu
1157,mp-1056351,Mg,0.028723309999999,Mg
1158,mp-1094122,Mg,0.003384133333333,Mg
1159,mp-1055956,Mg,0.23651014,Mg
1160,mp-153,Mg,0.009278714999999,Mg
1161,mp-973364,Mg,0.01332772,Mg
1162,mp-1056702,Mg,0.0,Mg
1163,mp-110,Mg,0.02580189,Mg
1164,mp-1247180,Mg,0.177378670999999,Mg
1165,mp-1057139,Mn,0.657519872068965,Mn
1166,mp-2647025,Mn,0.052632352068965,Mn
1167,mp-542909,Mn,0.052946990068964,Mn
1168,mp-1191484,Mn,0.8065849943416931,Mn
1169,mp-35,Mn,0.0,Mn
1170,mp-8634,Mn,0.083098052068965,Mn
1171,mp-1055908,Mn,0.145444722068964,Mn
1172,mp-1180307,Mo,0.398945284374999,Mo
1173,mp-1190217,Mo,0.478859334999999,Mo
1174,mp-1056004,Mo,0.870806519999998,Mo
1175,mp-1066523,Mo,0.442126459999999,Mo
1176,mp-2647013,Mo,0.429178524999999,Mo
1177,mp-8637,Mo,0.411467179999998,Mo
1178,mp-129,Mo,0.0,Mo
1179,mp-1181019,Mo,0.331962506874999,Mo
1180,mp-974920,Na,0.012510683448275,Na
1181,mp-973198,Na,0.007873076781609,Na
1182,mp-10172,Na,0.010302288448276,Na
1183,mp-982370,Na,0.011847395948275,Na
1184,mp-999501,Na,0.123969160948275,Na
1185,mp-1186055,Na,0.024828427448275,Na
1186,mp-1221597,Na,0.410783303448275,Na
1187,mp-1186081,Na,0.0,Na
1188,mp-567772,Na,0.012978089698275,Na
1189,mp-689577,Na,1.083737383448276,Na
1190,mp-1186040,Na,0.017899907198275,Na
1191,mp-974558,Na,0.010887503448275,Na
1192,mp-127,Na,0.012324093448275,Na
1193,mp-1079952,Na,0.086311797198275,Na
1194,mp-1094120,Nb,0.189748285,Nb
1195,mp-1104341,Nb,0.02321335142857,Nb
1196,mp-2647103,Nb,0.302517959999999,Nb
1197,mp-8636,Nb,0.320164159999999,Nb
1198,mp-75,Nb,0.0,Nb
1199,mp-974788,Nd,0.002717189166666,Nd
1200,mp-123,Nd,0.0,Nd
1201,mp-159,Nd,0.0090144025,Nd
1202,mp-4,Nd,0.1399636625,Nd
1203,mp-1014111,Ni,0.6202391299999991,Ni
1204,mp-1094136,Ni,0.7398515400000001,Ni
1205,mp-1246134,Ni,0.4099107999999999,Ni
1206,mp-10257,Ni,0.026142355,Ni
1207,mp-23,Ni,0.0,Ni
1208,mp-1008728,Ni,0.09555978,Ni
1209,mp-1080694,Os,0.230507992499999,Os
1210,mp-1180157,Os,3.903548942499999,Os
1211,mp-49,Os,0.0,Os
1212,mp-8643,Os,0.133359429999998,Os
1213,mp-2647031,Os,0.882829079999998,Os
1214,mp-1102666,Pb,0.115925581666666,Pb
1215,mp-1057273,Pb,0.106767955,Pb
1216,mp-1186444,Pb,0.017126732499999,Pb
1217,mp-20745,Pb,0.01427132,Pb
1218,mp-20483,Pb,0.0,Pb
1219,mp-1247117,Pb,0.262423894999999,Pb
1220,mp-22692,Pb,0.047538199999999,Pb
1221,mp-1186427,Pd,0.006720985,Pd
1222,mp-2646997,Pd,0.022572985,Pd
1223,mp-2,Pd,0.0,Pd
1224,mp-2646977,Pd,0.04476507,Pd
1225,mp-1059528,Pr,0.009701465,Pr
1226,mp-568938,Pr,0.085707675,Pr
1227,mp-567630,Pr,0.008282981666666,Pr
1228,mp-1179917,Pr,0.013613315,Pr
1229,mp-981544,Pr,0.003878025,Pr
1230,mp-1059256,Pr,0.02894351,Pr
1231,mp-38,Pr,0.0,Pr
1232,mp-97,Pr,0.008044544999999,Pr
1233,mp-63,Pr,0.135616664999999,Pr
1234,mp-1009594,Pr,0.031697805,Pr
1235,mp-2647022,Pt,0.069093715,Pt
1236,mp-126,Pt,0.0,Pt
1237,mp-2646979,Pt,0.10703882,Pt
1238,mp-1179802,Rb,0.0536492825,Rb
1239,mp-640416,Rb,0.056727803749999,Rb
1240,mp-656615,Rb,0.022942533749999,Rb
1241,mp-1179832,Rb,0.452524276249999,Rb
1242,mp-639755,Rb,0.0073874025,Rb
1243,mp-975519,Rb,0.016627212499999,Rb
1244,mp-639736,Rb,0.0701946525,Rb
1245,mp-1179656,Rb,0.0,Rb
1246,mp-867126,Rb,0.024408722499999,Rb
1247,mp-604321,Rb,0.0022357275,Rb
1248,mp-975129,Rb,0.0100232525,Rb
1249,mp-569688,Rb,0.06207170826923,Rb
1250,mp-1186853,Rb,0.007491580499999,Rb
1251,mp-1186899,Rb,0.039105244913793,Rb
1252,mp-974620,Rb,0.0363966637499999,Rb
1253,mp-12628,Rb,0.0153412025,Rb
1254,mp-70,Rb,0.0092124725,Rb
1255,mp-975204,Rb,0.0118411075,Rb
1256,mp-1018045,Rb,0.074531954999999,Rb
1257,mp-1063817,Rb,0.181163509999999,Rb
1258,mp-975065,Re,0.018502204999999,Re
1259,mp-1186901,Re,0.0014031825,Re
1260,mp-8,Re,0.0,Re
1261,mp-8642,Re,0.062756755,Re
1262,mp-2647037,Re,0.318312105,Re
1263,mp-1186916,Rh,0.039917125,Rh
1264,mp-2646993,Rh,0.059014695,Rh
1265,mp-1239193,Rh,0.79250642,Rh
1266,mp-74,Rh,0.0,Rh
1267,mp-2647000,Rh,0.3493251,Rh
1268,mp-33,Ru,0.0,Ru
1269,mp-8639,Ru,0.107256770000001,Ru
1270,mp-1179605,Sb,0.050482344999999,Sb
1271,mp-567409,Sb,0.1208945625,Sb
1272,mp-632286,Sb,0.058885309999999,Sb
1273,mp-10631,Sb,0.30193994,Sb
1274,mp-567144,Sb,0.270596294999999,Sb
1275,mp-104,Sb,0.0,Sb
1276,mp-80,Sb,0.290331829999999,Sb
1277,mp-1104795,Sb,0.333726518571428,Sb
1278,mp-1179613,Sb,0.333293312142857,Sb
1279,mp-1179618,Sb,0.234567615,Sb
1280,mp-1236935,Sb,0.267894794285714,Sb
1281,mp-133,Sb,0.05056433,Sb
1282,mp-10630,Sb,0.328350750000001,Sb
1283,mp-7761,Sb,0.23852457,Sb
1284,mp-1064244,Sc,0.11248714,Sc
1285,mp-1056366,Sc,0.107789215,Sc
1286,mp-567308,Sc,0.20573354,Sc
1287,mp-1055932,Sc,0.052474915,Sc
1288,mp-601273,Sc,0.127706965,Sc
1289,mp-1977495,Sc,0.065322404999999,Sc
1290,mp-67,Sc,0.0,Sc
1291,mp-1008681,Sc,0.7194539350000001,Sc
1292,mp-36,Sc,0.046947955,Sc
1293,mp-10641,Sc,0.102231445,Sc
1294,mp-86,Sm,0.000903658333333,Sm
1295,mp-68,Sm,0.022064929999999,Sm
1296,mp-69,Sm,0.0,Sm
1297,mp-21377,Sm,0.010519125,Sm
1298,mp-55,Sn,0.063087794999999,Sn
1299,mp-623511,Sn,0.061407004999999,Sn
1300,mp-84,Sn,0.035511604999999,Sn
1301,mp-949028,Sn,0.02962180347826,Sn
1302,mp-1022725,Sn,0.054256834999999,Sn
1303,mp-117,Sn,0.0,Sn
1304,mp-7162,Sn,0.074196755,Sn
1305,mp-1056308,Sn,0.065968104999999,Sn
1306,mp-1179414,Sn,0.096486717499999,Sn
1307,mp-1179325,Sr,0.399720503333333,Sr
1308,mp-567826,Sr,0.148336203333333,Sr
1309,mp-10617,Sr,0.258648878333333,Sr
1310,mp-1187073,Sr,0.0,Sr
1311,mp-1056418,Sr,1.399728133333333,Sr
1312,mp-19858,Sr,0.236389983333333,Sr
1313,mp-139,Sr,0.005593553333333,Sr
1314,mp-867202,Sr,0.007935903333333,Sr
1315,mp-639774,Sr,0.397054263333333,Sr
1316,mp-76,Sr,0.006394533333333,Sr
1317,mp-95,Sr,0.013056413333333,Sr
1318,mp-42,Ta,0.006999642333333,Ta
1319,mp-1076923,Ta,5.146382562499999,Ta
1320,mp-569794,Ta,0.007034739333333,Ta
1321,mp-697196,Ta,1.21123752,Ta
1322,mp-1095086,Ta,1.329314316249998,Ta
1323,mp-2647044,Ta,0.285147449999998,Ta
1324,mp-1217756,Ta,1.099143479999998,Ta
1325,mp-6986,Ta,0.244880829999999,Ta
1326,mp-50,Ta,0.0,Ta
1327,mp-1217805,Ta,5.145464994999999,Ta
1328,mp-11698,Tb,0.0,Tb
1329,mp-18,Tb,0.018911275,Tb
1330,mp-571249,Tb,0.013679741666666,Tb
1331,mp-7163,Tb,0.01888514,Tb
1332,mp-11446,Tb,0.14801509,Tb
1333,mp-113,Tc,0.0,Tc
1334,mp-867351,Tc,0.00329851,Tc
1335,mp-8638,Tc,0.066872834999999,Tc
1336,mp-570459,Te,0.043648906666666,Te
1337,mp-19,Te,0.0,Te
1338,mp-567313,Te,2.3463333333732333e-05,Te
1339,mp-1178932,Te,0.054095453333333,Te
1340,mp-1064307,Te,0.122781545833333,Te
1341,mp-10654,Te,0.046551583333333,Te
1342,mp-1178952,Te,0.049135678333333,Te
1343,mp-105,Te,0.047065005833333,Te
1344,mp-9924,Te,0.127406703333333,Te
1345,mp-1244924,Ti,0.183286863166665,Ti
1346,mp-1245006,Ti,0.141383983866666,Ti
1347,mp-1245164,Ti,0.138331885266666,Ti
1348,mp-1245170,Ti,0.169614288666665,Ti
1349,mp-1245320,Ti,0.155102003566665,Ti
1350,mp-1238818,Ti,0.310307806666666,Ti
1351,mp-72,Ti,0.0,Ti
1352,mp-46,Ti,0.004434846666666,Ti
1353,mp-6985,Ti,0.061962516666666,Ti
1354,mp-73,Ti,0.112036106666666,Ti
1355,mp-972351,Tl,0.0,Tl
1356,mp-82,Tl,0.003881291666666,Tl
1357,mp-972373,Tl,0.026017344166666,Tl
1358,mp-1187790,Tl,0.003464339770114,Tl
1359,mp-151,Tl,0.010689606666666,Tl
1360,mp-39,Tl,0.000990166666666,Tl
1361,mp-1018122,Tm,5.921189464667501e-16,Tm
1362,mp-143,Tm,0.003578948333333,Tm
1363,mp-971769,Tm,0.010575138333333,Tm
1364,mp-10660,Tm,0.031435803333333,Tm
1365,mp-10661,Tm,0.140719533333333,Tm
1366,mp-2647074,V,0.253784719999998,V
1367,mp-8632,V,0.247140399999999,V
1368,mp-146,V,0.0,V
1369,mp-1178801,W,1.198139206500001,W
1370,mp-1191581,W,1.181116915599998,W
1371,mp-1216274,W,0.80412978,W
1372,mp-2646990,W,0.49604466,W
1373,mp-11334,W,0.08726440625,W
1374,mp-8641,W,0.47142784,W
1375,mp-91,W,0.0,W
1376,mp-1065340,W,0.491392362499999,W
1377,mp-1187739,Y,0.0,Y
1378,mp-112,Y,0.003549638333333,Y
1379,mp-1187717,Y,0.006932883333333,Y
1380,mp-9,Y,0.023963343333333,Y
1381,mp-1244987,Zn,0.0583747568,Zn
1382,mp-1245093,Zn,0.0550689152,Zn
1383,mp-1245184,Zn,0.0488518927,Zn
1384,mp-1245266,Zn,0.0523159748,Zn
1385,mp-1187812,Zn,0.010849816666666,Zn
1386,mp-79,Zn,0.0,Zn
1387,mp-2646972,Zn,0.00520538,Zn
1388,mp-2647117,Zn,0.07166243,Zn
1389,mp-1056376,Zr,0.361779639999999,Zr
1390,mp-1178608,Zr,1.801561589999999,Zr
1391,mp-131,Zr,0.0,Zr
1392,mp-8635,Zr,0.039263739999999,Zr
1393,mp-41,Zr,0.074562379999999,Zr
1394,mp-1077723,Zr,0.015747629999998,Zr
